LCSH-label,LCSH-URI,LCSH-broader-label,LCSH-broader-URI,spatial
Sipsi,http://id.loc.gov/authorities/subjects/sh99013530,Clarinet,http://id.loc.gov/authorities/subjects/sh85026570,Turkey
Oboe da caccia,http://id.loc.gov/authorities/subjects/sh98005254,English horn,http://id.loc.gov/authorities/subjects/sh85043380,
Algōjā,http://id.loc.gov/authorities/subjects/sh00006976,Flute,http://id.loc.gov/authorities/subjects/sh85049452,India
Alto flute,http://id.loc.gov/authorities/subjects/sh99011312,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Atenteben,http://id.loc.gov/authorities/subjects/sh93006568,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Ghana
Bānsurī,http://id.loc.gov/authorities/subjects/sh85011685,Flute,http://id.loc.gov/authorities/subjects/sh85049452,India;Pakistan
Bass flute,http://id.loc.gov/authorities/subjects/sh99011314,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Blul,http://id.loc.gov/authorities/subjects/sh92005137,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Armenia;Iran;Iraq
Bone flute,http://id.loc.gov/authorities/subjects/sh2003002107,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Contrabass flute,http://id.loc.gov/authorities/subjects/sh99012887,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Di zi,http://id.loc.gov/authorities/subjects/sh85135203,Flute,http://id.loc.gov/authorities/subjects/sh85049452,China
Dvorgrle,http://id.loc.gov/authorities/subjects/sh92005341,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Balkan peninsula
Fife,http://id.loc.gov/authorities/subjects/sh85048136,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Flageolet,http://id.loc.gov/authorities/subjects/sh85048959,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Flaviol,http://id.loc.gov/authorities/subjects/sh92001035,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Flûte d'amour,http://id.loc.gov/authorities/subjects/sh2017004502,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Gaita (Flute),http://id.loc.gov/authorities/subjects/sh96010794,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Galoubet,http://id.loc.gov/authorities/subjects/sh85052874,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Huang zhong (Musical instrument),http://id.loc.gov/authorities/subjects/sh85062736,Flute,http://id.loc.gov/authorities/subjects/sh85049452,China
Iwabue,http://id.loc.gov/authorities/subjects/sh2006008246,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Japan
Kagurabue,http://id.loc.gov/authorities/subjects/sh91003236,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Japan
Kaval,http://id.loc.gov/authorities/subjects/sh95004236,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Kōauau,http://id.loc.gov/authorities/subjects/sh2003009090,Flute,http://id.loc.gov/authorities/subjects/sh85049452,New Zealand
Kurai,http://id.loc.gov/authorities/subjects/sh2011002537,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Russia
Limbe (Musical instrument),http://id.loc.gov/authorities/subjects/sh2011005478,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Mongolia;China
Native American flute,http://id.loc.gov/authorities/subjects/sh95006538,Flute,http://id.loc.gov/authorities/subjects/sh85049452,North America
Nāy,http://id.loc.gov/authorities/subjects/sh85090455,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Central Asia;Middle East;Iran
Nōkan,http://id.loc.gov/authorities/subjects/sh2006008190,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Japan
Ocarina,http://id.loc.gov/authorities/subjects/sh85093790,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Panpipes,http://id.loc.gov/authorities/subjects/sh85097479,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Penny whistle,http://id.loc.gov/authorities/subjects/sh85099560,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Piccolo,http://id.loc.gov/authorities/subjects/sh85101940,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Pinkullu,http://id.loc.gov/authorities/subjects/sh2006008055,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Andes region
Pipe (Musical instrument),http://id.loc.gov/authorities/subjects/sh85102357,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Quena,http://id.loc.gov/authorities/subjects/sh90000517,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Andes region
Recorder (Musical instrument),http://id.loc.gov/authorities/subjects/sh85111889,Flute,http://id.loc.gov/authorities/subjects/sh85049452,
Ryūteki,http://id.loc.gov/authorities/subjects/sh85116144,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Japan
Saluang,http://id.loc.gov/authorities/subjects/sh2007001240,Flute,http://id.loc.gov/authorities/subjects/sh85049452,INdonesia
Shakuhachi,http://id.loc.gov/authorities/subjects/sh85121066,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Japan
Shinobue,http://id.loc.gov/authorities/subjects/sh86001268,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Japan
Suifūkin,http://id.loc.gov/authorities/subjects/sh98002383,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Japan
Suling (Musical instrument),http://id.loc.gov/authorities/subjects/sh89003771,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Indonesia;Malaysia;Philippines
Šupeljka,http://id.loc.gov/authorities/subjects/sh2004002323,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Eastern Europe
Šupelka,http://id.loc.gov/authorities/subjects/sh2015001017,Flute,http://id.loc.gov/authorities/subjects/sh85049452,North Macedonia
Svirala,http://id.loc.gov/authorities/subjects/sh92005168,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Balkan Peninsula
Sybyzghy,http://id.loc.gov/authorities/subjects/sh2018000016,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Central Asia
Taegŭm,http://id.loc.gov/authorities/subjects/sh85131882,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Korea
Tanso,http://id.loc.gov/authorities/subjects/sh85132343,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Korea
Tarka,http://id.loc.gov/authorities/subjects/sh2001003478,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Andes region
Tsuur,http://id.loc.gov/authorities/subjects/sh2025000287,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Central Asia
Veṇu,http://id.loc.gov/authorities/subjects/sh2014001148,Flute,http://id.loc.gov/authorities/subjects/sh85049452,India
Washint,http://id.loc.gov/authorities/subjects/sh2005005099,Flute,http://id.loc.gov/authorities/subjects/sh85049452,Ethiopia
Xiao,http://id.loc.gov/authorities/subjects/sh85062703,Flute,http://id.loc.gov/authorities/subjects/sh85049452,China
Xun (Musical instrument),http://id.loc.gov/authorities/subjects/sh85062712,Flute,http://id.loc.gov/authorities/subjects/sh85049452,China
Melody flute,http://id.loc.gov/authorities/subjects/sh85083438,Flageolet,http://id.loc.gov/authorities/subjects/sh85048959,
Sĭyotanka (Musical instrument),https://id.loc.gov/authorities/subjects/sh89007095,Native American flute,http://id.loc.gov/authorities/subjects/sh95006538,Northern Plains/North America
Siku,http://id.loc.gov/authorities/subjects/sh91002821,Panpipes,http://id.loc.gov/authorities/subjects/sh85097479,South America
Melody flute,http://id.loc.gov/authorities/subjects/sh85083438,Penny whistle,http://id.loc.gov/authorities/subjects/sh85099560,
Csakan,http://id.loc.gov/authorities/subjects/sh85035261,Recorder (Musical instrument),http://id.loc.gov/authorities/subjects/sh85111889,Austria;Hungary
Orkon,http://id.loc.gov/authorities/subjects/sh2005008074,Recorder (Musical instrument),http://id.loc.gov/authorities/subjects/sh85111889,
Tonette,http://id.loc.gov/authorities/subjects/sh85135975,Recorder (Musical instrument),http://id.loc.gov/authorities/subjects/sh85111889,
Tussefløyte,http://id.loc.gov/authorities/subjects/sh89005557,Recorder (Musical instrument),http://id.loc.gov/authorities/subjects/sh85111889,Norway
Bālabān,http://id.loc.gov/authorities/subjects/sh00000676,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,Kurds
Chirimía (Musical instrument),http://id.loc.gov/authorities/subjects/sh2007004986,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,Spain;Latin America
Duduk (Oboe),http://id.loc.gov/authorities/subjects/sh95002646,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,Armenia;Georgia
Dulzaina,http://id.loc.gov/authorities/subjects/sh85039940,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,Spain
Guan,http://id.loc.gov/authorities/subjects/sh94000470,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,China
Heckelphone,http://id.loc.gov/authorities/subjects/sh85059898,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,
Hichiriki,http://id.loc.gov/authorities/subjects/sh85060609,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,Japan
Koḷ (Musical instrument),http://id.loc.gov/authorities/subjects/sh2005006564,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,India
Mey,http://id.loc.gov/authorities/subjects/sh99013474,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,Turkey
Mukhavīṇā,http://id.loc.gov/authorities/subjects/sh2003003390,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,India
Musette (Oboe),http://id.loc.gov/authorities/subjects/sh2003002087,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,
Nāgasvaram,http://id.loc.gov/authorities/subjects/sh90003345,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,India
Pʻiri,http://id.loc.gov/authorities/subjects/sh85102151,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,Korea
Rgya-gling,http://id.loc.gov/authorities/subjects/sh89004108,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,China
Shehnai,http://id.loc.gov/authorities/subjects/sh85121263,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,India
Suo na,http://id.loc.gov/authorities/subjects/sh85123814,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,China
Tʻaepʻyŏngso,http://id.loc.gov/authorities/subjects/sh95006327,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,Korea
Zumari,http://id.loc.gov/authorities/subjects/sh85150057,Oboe,http://id.loc.gov/authorities/subjects/sh85093674,Kenya
Pommer,http://id.loc.gov/authorities/subjects/sh85104764,Shawm,http://id.loc.gov/authorities/subjects/sh85121175,
Tenora (Musical instrument),http://id.loc.gov/authorities/subjects/sh94002940,Shawm,http://id.loc.gov/authorities/subjects/sh85121175,Spain
Zūrnā,http://id.loc.gov/authorities/subjects/sh91001176,Shawm,http://id.loc.gov/authorities/subjects/sh85121175,Middle East
Birdcall whistles,http://id.loc.gov/authorities/subjects/sh2007010448,Whistles,http://id.loc.gov/authorities/subjects/sh95005338,
Deer whistles,http://id.loc.gov/authorities/subjects/sh2007006118,Whistles,http://id.loc.gov/authorities/subjects/sh95005338,
Terra-cotta whistles,http://id.loc.gov/authorities/subjects/sh95007362,Whistles,http://id.loc.gov/authorities/subjects/sh95005338,
Brass bands,http://id.loc.gov/authorities/subjects/sh85016437,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Barbershop quartets (Musical groups),http://id.loc.gov/authorities/subjects/sh2011000235,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Brass bands,http://id.loc.gov/authorities/subjects/sh85016437,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Chamber music groups,http://id.loc.gov/authorities/subjects/sh85022425,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Chapels (Music),http://id.loc.gov/authorities/subjects/sh85022583,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Chirigotas,http://id.loc.gov/authorities/subjects/sh2022005599,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Country music groups,http://id.loc.gov/authorities/subjects/sh85033471,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Early-music groups,http://id.loc.gov/authorities/subjects/sh92000859,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Folk music groups,http://id.loc.gov/authorities/subjects/sh85049848,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Gospel groups,http://id.loc.gov/authorities/subjects/sh2023000940,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Gothic rock groups,http://id.loc.gov/authorities/subjects/sh2008004020,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Handbell choirs,http://id.loc.gov/authorities/subjects/sh2003002962,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Handchime choirs,http://id.loc.gov/authorities/subjects/sh2018001906,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Jam bands,http://id.loc.gov/authorities/subjects/sh2003002249,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Murgas (Musical groups),http://id.loc.gov/authorities/subjects/sh2004014985,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Orchestra,http://id.loc.gov/authorities/subjects/sh85095325,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Percussion ensembles (Musical groups),http://id.loc.gov/authorities/subjects/sh2007002848,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Rock groups,http://id.loc.gov/authorities/subjects/sh85114671,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
String bands,http://id.loc.gov/authorities/subjects/sh2001005053,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Symphony orchestras,http://id.loc.gov/authorities/subjects/sh85131544,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Tunas (Musical groups),http://id.loc.gov/authorities/subjects/sh2007001159,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Vocal groups,http://id.loc.gov/authorities/subjects/sh2001006505,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Vocal quartets (Musical groups),http://id.loc.gov/authorities/subjects/sh2010006906,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Wind ensembles (Musical groups),http://id.loc.gov/authorities/subjects/sh2011000342,Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,
Musical groups,http://id.loc.gov/authorities/subjects/sh85088960,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Altas (Musical groups),http://id.loc.gov/authorities/subjects/sh2003007317,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Big bands,http://id.loc.gov/authorities/subjects/sh85013942,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Brass bands,http://id.loc.gov/authorities/subjects/sh85016437,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Circus bands,http://id.loc.gov/authorities/subjects/sh92001369,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Dance orchestras,http://id.loc.gov/authorities/subjects/sh85035648,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Drum and bugle corps,http://id.loc.gov/authorities/subjects/sh85017679,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Drum majors,http://id.loc.gov/authorities/subjects/sh85039778,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Fife and drum corps,http://id.loc.gov/authorities/subjects/sh86007649,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Jug bands,http://id.loc.gov/authorities/subjects/sh2001005051,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Marching bands,http://id.loc.gov/authorities/subjects/sh85081020,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Pipe bands,http://id.loc.gov/authorities/subjects/sh85102359,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Rhythm bands and orchestras,http://id.loc.gov/authorities/subjects/sh85113836,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Saxophone choirs,http://id.loc.gov/authorities/subjects/sh2005005129,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Steel bands (Music),http://id.loc.gov/authorities/subjects/sh85127813,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Washboard bands,http://id.loc.gov/authorities/subjects/sh00000869,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Women's bands (Music),http://id.loc.gov/authorities/subjects/sh2016001993,Bands (Music),http://id.loc.gov/authorities/subjects/sh85011499,
Accordion bands,http://id.loc.gov/authorities/subjects/sh00000859,Orchestra,http://id.loc.gov/authorities/subjects/sh85095325,
Balalaika orchestras,http://id.loc.gov/authorities/subjects/sh00000565,Orchestra,http://id.loc.gov/authorities/subjects/sh85095325,
Bandoneon orchestras,http://id.loc.gov/authorities/subjects/sh2011000124,Orchestra,http://id.loc.gov/authorities/subjects/sh85095325,
Chamber orchestra,http://id.loc.gov/authorities/subjects/sh85022426,Orchestra,http://id.loc.gov/authorities/subjects/sh85095325,
Dance orchestras,http://id.loc.gov/authorities/subjects/sh85035648,Orchestra,http://id.loc.gov/authorities/subjects/sh85095325,
Harmonica bands,http://id.loc.gov/authorities/subjects/sh2011000126,Orchestra,http://id.loc.gov/authorities/subjects/sh85095325,
Mandolin orchestras,http://id.loc.gov/authorities/subjects/sh85080461,Orchestra,http://id.loc.gov/authorities/subjects/sh85095325,
Plucked instrument orchestras,http://id.loc.gov/authorities/subjects/sh95010369,Orchestra,http://id.loc.gov/authorities/subjects/sh85095325,
Plung orchestras,http://id.loc.gov/authorities/subjects/sh99011293,Orchestra,http://id.loc.gov/authorities/subjects/sh85095325,
Rhythm bands and orchestras,http://id.loc.gov/authorities/subjects/sh85113836,Orchestra,http://id.loc.gov/authorities/subjects/sh85095325,
Siku orchestras,http://id.loc.gov/authorities/subjects/sh96009597,Orchestra,http://id.loc.gov/authorities/subjects/sh85095325,
Steel bands (Music),http://id.loc.gov/authorities/subjects/sh85127813,Orchestra,http://id.loc.gov/authorities/subjects/sh85095325,
Symphony orchestras,http://id.loc.gov/authorities/subjects/sh85131544,Orchestra,http://id.loc.gov/authorities/subjects/sh85095325,
Employer-sponsored orchestras,http://id.loc.gov/authorities/subjects/sh94003555,Symphony orchestras,http://id.loc.gov/authorities/subjects/sh85131544,
Piano trios (Musical groups),http://id.loc.gov/authorities/subjects/sh2003002065,Chamber music groups,http://id.loc.gov/authorities/subjects/sh85022425,
String quartets (Musical groups),http://id.loc.gov/authorities/subjects/sh99011235,Chamber music groups,http://id.loc.gov/authorities/subjects/sh85022425,
Maîtrises,http://id.loc.gov/authorities/subjects/sh85079950,Chapels (Music),http://id.loc.gov/authorities/subjects/sh85022583,
Grunge groups,http://id.loc.gov/authorities/subjects/sh95010469,Rock groups,http://id.loc.gov/authorities/subjects/sh85114671,
Tribute bands (Musical groups),http://id.loc.gov/authorities/subjects/sh2007002974,Rock groups,http://id.loc.gov/authorities/subjects/sh85114671,
Boy bands,http://id.loc.gov/authorities/subjects/sh2008005239,Vocal groups,http://id.loc.gov/authorities/subjects/sh2001006505,
Choirs (Music),http://id.loc.gov/authorities/subjects/sh85024628,Vocal groups,http://id.loc.gov/authorities/subjects/sh2001006505,
Choral societies,http://id.loc.gov/authorities/subjects/sh85024704,Vocal groups,http://id.loc.gov/authorities/subjects/sh2001006505,
Girl groups (Musical groups),http://id.loc.gov/authorities/subjects/sh2001002553,Vocal groups,http://id.loc.gov/authorities/subjects/sh2001006505,
Jazz vocal groups,http://id.loc.gov/authorities/subjects/sh2008002930,Vocal groups,http://id.loc.gov/authorities/subjects/sh2001006505,
Children's choirs,http://id.loc.gov/authorities/subjects/sh89002559,Choirs (Music),http://id.loc.gov/authorities/subjects/sh85024628,
Gay choirs,http://id.loc.gov/authorities/subjects/sh2010003068,Choirs (Music),http://id.loc.gov/authorities/subjects/sh85024628,
Glee clubs,http://id.loc.gov/authorities/subjects/sh2010014442,Choirs (Music),http://id.loc.gov/authorities/subjects/sh85024628,
Maîtrises,http://id.loc.gov/authorities/subjects/sh85079950,Choirs (Music),http://id.loc.gov/authorities/subjects/sh85024628,
Men's choirs,http://id.loc.gov/authorities/subjects/sh2010014452,Choirs (Music),http://id.loc.gov/authorities/subjects/sh85024628,
Show choirs,http://id.loc.gov/authorities/subjects/sh2010014453,Choirs (Music),http://id.loc.gov/authorities/subjects/sh85024628,
Women's choirs,http://id.loc.gov/authorities/subjects/sh2011002876,Choirs (Music),http://id.loc.gov/authorities/subjects/sh85024628,
Boys' choirs,http://id.loc.gov/authorities/subjects/sh96007071,Children's choirs,http://id.loc.gov/authorities/subjects/sh89002559,
Musicians,http://id.loc.gov/authorities/demographicTerms/dg2015060212,Artists,http://id.loc.gov/authorities/subjects/sh85008276,
Conductors (Music),http://id.loc.gov/authorities/subjects/sh85030810,Musicians,http://id.loc.gov/authorities/demographicTerms/dg2015060212,
