LCSH-label,LCSH-label-type,LCSH-URI
Tabor,prefLabel,http://id.loc.gov/authorities/subjects/sh96010828
Tamboril,prefLabel,http://id.loc.gov/authorities/subjects/sh96010805
Tambourin,prefLabel,http://id.loc.gov/authorities/subjects/sh85132176
Tabour,altLabel,http://id.loc.gov/authorities/subjects/sh85132176
Tabourin,altLabel,http://id.loc.gov/authorities/subjects/sh85132176
Tambourin de Provence,altLabel,http://id.loc.gov/authorities/subjects/sh85132176
Tambourin provençal,altLabel,http://id.loc.gov/authorities/subjects/sh85132176
Tāshā,prefLabel,http://id.loc.gov/authorities/subjects/sh2005006573
Tamukku,altLabel,http://id.loc.gov/authorities/subjects/sh2005006573
Tarsa,altLabel,http://id.loc.gov/authorities/subjects/sh2005006573
Tarshā,altLabel,http://id.loc.gov/authorities/subjects/sh2005006573
Ṭāsa,altLabel,http://id.loc.gov/authorities/subjects/sh2005006573
Khō̜ng wong,prefLabel,http://id.loc.gov/authorities/subjects/sh93005463
Kháw-ng wong,altLabel,http://id.loc.gov/authorities/subjects/sh93005463
Tam-tam,prefLabel,http://id.loc.gov/authorities/subjects/sh85132226
Tamtam,altLabel,http://id.loc.gov/authorities/subjects/sh85132226
Atcheré,prefLabel,http://id.loc.gov/authorities/subjects/sh98005206
Acheré,altLabel,http://id.loc.gov/authorities/subjects/sh98005206
Guiro (Rattle),altLabel,http://id.loc.gov/authorities/subjects/sh98005206
Bass marimba,prefLabel,http://id.loc.gov/authorities/subjects/sh2016001841
Xylorimba,prefLabel,http://id.loc.gov/authorities/subjects/sh2003002081
Marimba-xylophone,altLabel,http://id.loc.gov/authorities/subjects/sh2003002081
Xylo-marimba,altLabel,http://id.loc.gov/authorities/subjects/sh2003002081
Baby rattles,prefLabel,http://id.loc.gov/authorities/subjects/sh98006834
Sistrum,prefLabel,http://id.loc.gov/authorities/subjects/sh85123013
Garamut,prefLabel,http://id.loc.gov/authorities/subjects/sh2018000148
Teponaztli,prefLabel,http://id.loc.gov/authorities/subjects/sh97002434
Quiringua,altLabel,http://id.loc.gov/authorities/subjects/sh97002434
Tepenahuasqui,altLabel,http://id.loc.gov/authorities/subjects/sh97002434
Teponagua,altLabel,http://id.loc.gov/authorities/subjects/sh97002434
Teponahuaztli,altLabel,http://id.loc.gov/authorities/subjects/sh97002434
Teponaxtle,altLabel,http://id.loc.gov/authorities/subjects/sh97002434
Tinco,altLabel,http://id.loc.gov/authorities/subjects/sh97002434
Tun-kul,altLabel,http://id.loc.gov/authorities/subjects/sh97002434
Woodblock (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh2018002927
Bloc de bois (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2018002927
Cassa di legno (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2018002927
Clog box (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2018002927
Holzblock (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2018002927
Holzblocktromme,altLabel,http://id.loc.gov/authorities/subjects/sh2018002927
Tambour de bois,altLabel,http://id.loc.gov/authorities/subjects/sh2018002927
Tap box (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2018002927
Wood block (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2018002927
Amadinda,prefLabel,http://id.loc.gov/authorities/subjects/sh92003421
Madinda,altLabel,http://id.loc.gov/authorities/subjects/sh92003421
Angklung,prefLabel,http://id.loc.gov/authorities/subjects/sh85005041
Kechruk,altLabel,http://id.loc.gov/authorities/subjects/sh85005041
Balo,prefLabel,http://id.loc.gov/authorities/subjects/sh85011346
Bala,altLabel,http://id.loc.gov/authorities/subjects/sh85011346
Balafo,altLabel,http://id.loc.gov/authorities/subjects/sh85011346
Balafon,altLabel,http://id.loc.gov/authorities/subjects/sh85011346
Balafou,altLabel,http://id.loc.gov/authorities/subjects/sh85011346
Balaphon,altLabel,http://id.loc.gov/authorities/subjects/sh85011346
Heliphon,prefLabel,http://id.loc.gov/authorities/subjects/sh2007005700
Kaw law (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh2015000992
Bong lang,altLabel,http://id.loc.gov/authorities/subjects/sh2015000992
Khō̜lō̜,altLabel,http://id.loc.gov/authorities/subjects/sh2015000992
Pong lang,altLabel,http://id.loc.gov/authorities/subjects/sh2015000992
Pong larng,altLabel,http://id.loc.gov/authorities/subjects/sh2015000992
Pōnglāng,altLabel,http://id.loc.gov/authorities/subjects/sh2015000992
Menzan,prefLabel,http://id.loc.gov/authorities/subjects/sh85083735
Mendzan,altLabel,http://id.loc.gov/authorities/subjects/sh85083735
Mendzang,altLabel,http://id.loc.gov/authorities/subjects/sh85083735
Mendjan,altLabel,http://id.loc.gov/authorities/subjects/sh85083735
Menjyang,altLabel,http://id.loc.gov/authorities/subjects/sh85083735
Sticcado pastorale,prefLabel,http://id.loc.gov/authorities/subjects/sh2006005085
Staccato-pastorella,altLabel,http://id.loc.gov/authorities/subjects/sh2006005085
Sticcado,altLabel,http://id.loc.gov/authorities/subjects/sh2006005085
Sticcado-pastrole,altLabel,http://id.loc.gov/authorities/subjects/sh2006005085
Tingklik,prefLabel,http://id.loc.gov/authorities/subjects/sh94002481
Rindik,altLabel,http://id.loc.gov/authorities/subjects/sh94002481
Tinglik,altLabel,http://id.loc.gov/authorities/subjects/sh94002481
Xylorimba,prefLabel,http://id.loc.gov/authorities/subjects/sh2003002081
Marimba-xylophone,altLabel,http://id.loc.gov/authorities/subjects/sh2003002081
Xylo-marimba,altLabel,http://id.loc.gov/authorities/subjects/sh2003002081
Bowed stringed instruments,prefLabel,http://id.loc.gov/authorities/subjects/sh85129122
Bowed instruments,altLabel,http://id.loc.gov/authorities/subjects/sh85129122
Bowed string instruments,altLabel,http://id.loc.gov/authorities/subjects/sh85129122
Bowed strings (Musical instruments): Fiddle,altLabel,http://id.loc.gov/authorities/subjects/sh85129122
Fretted instruments,altLabel,http://id.loc.gov/authorities/subjects/sh85129122
"Instruments, Bowed string",altLabel,http://id.loc.gov/authorities/subjects/sh85129122
Lira (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85129122
Lyra (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85129122
"Stringed instruments, Bowed",altLabel,http://id.loc.gov/authorities/subjects/sh85129122
Strings (Musical instruments),altLabel,http://id.loc.gov/authorities/subjects/sh85129122
Viole da braccio,altLabel,http://id.loc.gov/authorities/subjects/sh85129122
Diabelskie skrzypce,prefLabel,http://id.loc.gov/authorities/subjects/sh89002190
Devil's fiddle (Polish musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh89002190
Devil's violin (Polish musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh89002190
Diable skrzype,altLabel,http://id.loc.gov/authorities/subjects/sh89002190
Musical bow,prefLabel,http://id.loc.gov/authorities/subjects/sh99004444
Harp bow,altLabel,http://id.loc.gov/authorities/subjects/sh99004444
Plucked instruments,prefLabel,http://id.loc.gov/authorities/subjects/sh98007684
Fretted instruments,altLabel,http://id.loc.gov/authorities/subjects/sh98007684
Plectral instruments,altLabel,http://id.loc.gov/authorities/subjects/sh98007684
Plucked string instruments,altLabel,http://id.loc.gov/authorities/subjects/sh98007684
Plucked stringed instruments,altLabel,http://id.loc.gov/authorities/subjects/sh98007684
"Stringed instruments, Plucked",altLabel,http://id.loc.gov/authorities/subjects/sh98007684
Rabāb,prefLabel,http://id.loc.gov/authorities/subjects/sh91004170
Afghan lute,altLabel,http://id.loc.gov/authorities/subjects/sh91004170
Rabābah,altLabel,http://id.loc.gov/authorities/subjects/sh91004170
Rabob,altLabel,http://id.loc.gov/authorities/subjects/sh91004170
Rbab,altLabel,http://id.loc.gov/authorities/subjects/sh91004170
Rebab,altLabel,http://id.loc.gov/authorities/subjects/sh91004170
Ribāb,altLabel,http://id.loc.gov/authorities/subjects/sh91004170
Robāb,altLabel,http://id.loc.gov/authorities/subjects/sh91004170
Rohbab,altLabel,http://id.loc.gov/authorities/subjects/sh91004170
Rubāb,altLabel,http://id.loc.gov/authorities/subjects/sh91004170
Rubaub,altLabel,http://id.loc.gov/authorities/subjects/sh91004170
Rubob,altLabel,http://id.loc.gov/authorities/subjects/sh91004170
Spike fiddle,altLabel,http://id.loc.gov/authorities/subjects/sh91004170
Sympathetic strings,prefLabel,http://id.loc.gov/authorities/subjects/sh97003167
Zither,prefLabel,http://id.loc.gov/authorities/subjects/sh85149919
Ajaeng,prefLabel,http://id.loc.gov/authorities/subjects/sh2008001042
A-jaeng,altLabel,http://id.loc.gov/authorities/subjects/sh2008001042
Arpeggione,prefLabel,http://id.loc.gov/authorities/subjects/sh85007412
Bowed guitar,altLabel,http://id.loc.gov/authorities/subjects/sh85007412
Guitar violoncello,altLabel,http://id.loc.gov/authorities/subjects/sh85007412
Banam,prefLabel,http://id.loc.gov/authorities/subjects/sh2025000395
Baryton,prefLabel,http://id.loc.gov/authorities/subjects/sh85012008
Bariton,altLabel,http://id.loc.gov/authorities/subjects/sh85012008
Barydon,altLabel,http://id.loc.gov/authorities/subjects/sh85012008
Lyra bastarda,altLabel,http://id.loc.gov/authorities/subjects/sh85012008
Paradon,altLabel,http://id.loc.gov/authorities/subjects/sh85012008
Paridon,altLabel,http://id.loc.gov/authorities/subjects/sh85012008
Pariton,altLabel,http://id.loc.gov/authorities/subjects/sh85012008
Viola di bordone,altLabel,http://id.loc.gov/authorities/subjects/sh85012008
Viola paredon,altLabel,http://id.loc.gov/authorities/subjects/sh85012008
Campanula (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh95000392
Cello,prefLabel,http://id.loc.gov/authorities/subjects/sh85143658
Bass violin,altLabel,http://id.loc.gov/authorities/subjects/sh85143658
Violoncello,altLabel,http://id.loc.gov/authorities/subjects/sh85143658
Cellone,prefLabel,http://id.loc.gov/authorities/subjects/sh2009003660
Crwth,prefLabel,http://id.loc.gov/authorities/subjects/sh85034328
Chorus (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85034328
Crot,altLabel,http://id.loc.gov/authorities/subjects/sh85034328
Crouth,altLabel,http://id.loc.gov/authorities/subjects/sh85034328
Crowd (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85034328
Dilrubā,prefLabel,http://id.loc.gov/authorities/subjects/sh2001003482
Double bass,prefLabel,http://id.loc.gov/authorities/subjects/sh85039150
Bass (Stringed instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85039150
Bass viol,altLabel,http://id.loc.gov/authorities/subjects/sh85039150
Contrabass,altLabel,http://id.loc.gov/authorities/subjects/sh85039150
Stand-up bass,altLabel,http://id.loc.gov/authorities/subjects/sh85039150
String bass,altLabel,http://id.loc.gov/authorities/subjects/sh85039150
Upright bass,altLabel,http://id.loc.gov/authorities/subjects/sh85039150
Ghichak,prefLabel,http://id.loc.gov/authorities/subjects/sh94000289
Gidzhak,altLabel,http://id.loc.gov/authorities/subjects/sh94000289
Gijak,altLabel,http://id.loc.gov/authorities/subjects/sh94000289
Goge,prefLabel,http://id.loc.gov/authorities/subjects/sh00008578
Godie,altLabel,http://id.loc.gov/authorities/subjects/sh00008578
Goje,altLabel,http://id.loc.gov/authorities/subjects/sh00008578
Gonje,altLabel,http://id.loc.gov/authorities/subjects/sh00008578
Gŭdulka,prefLabel,http://id.loc.gov/authorities/subjects/sh85057685
Gadulka,altLabel,http://id.loc.gov/authorities/subjects/sh85057685
Gamlka,altLabel,http://id.loc.gov/authorities/subjects/sh85057685
Gjold,altLabel,http://id.loc.gov/authorities/subjects/sh85057685
Kemene,altLabel,http://id.loc.gov/authorities/subjects/sh85057685
Kopanka,altLabel,http://id.loc.gov/authorities/subjects/sh85057685
Tsigulka,altLabel,http://id.loc.gov/authorities/subjects/sh85057685
Gusle,prefLabel,http://id.loc.gov/authorities/subjects/sh92005165
Gusla,altLabel,http://id.loc.gov/authorities/subjects/sh92005165
Haegŭm,prefLabel,http://id.loc.gov/authorities/subjects/sh85058218
Hyegum,altLabel,http://id.loc.gov/authorities/subjects/sh85058218
Hu qin,prefLabel,http://id.loc.gov/authorities/subjects/sh2001006594
Hu chʻin,altLabel,http://id.loc.gov/authorities/subjects/sh2001006594
Huqin,altLabel,http://id.loc.gov/authorities/subjects/sh2001006594
Kamānche,prefLabel,http://id.loc.gov/authorities/subjects/sh90002262
Black Sea fiddle,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Black Sea kemençe,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Çemençe,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Gemendze,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Kʻaman,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
K'amancha,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Kamancheh,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Kāmanja,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Kamantcha,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Karadeniz kemençesi,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Kemancha,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Kemanche,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Kemençe,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Kemenche,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Kemendze,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Kementche,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Kyamancha,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Pontian lyra,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Pontic kemenche,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Pontic lyra,altLabel,http://id.loc.gov/authorities/subjects/sh90002262
Keyed fiddle,prefLabel,http://id.loc.gov/authorities/subjects/sh85072122
Key fiddle,altLabel,http://id.loc.gov/authorities/subjects/sh85072122
Lökkelje,altLabel,http://id.loc.gov/authorities/subjects/sh85072122
Nyckelgiga,altLabel,http://id.loc.gov/authorities/subjects/sh85072122
Nyckelharpa,altLabel,http://id.loc.gov/authorities/subjects/sh85072122
Schlüsselfidel,altLabel,http://id.loc.gov/authorities/subjects/sh85072122
Schlüsselfiedel,altLabel,http://id.loc.gov/authorities/subjects/sh85072122
Lira (Short-necked fiddle),prefLabel,http://id.loc.gov/authorities/subjects/sh95008017
Lyra (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh95008017
Lyra (Short-necked fiddle),altLabel,http://id.loc.gov/authorities/subjects/sh95008017
Lira da braccio,prefLabel,http://id.loc.gov/authorities/subjects/sh94002440
Lira da spalla,altLabel,http://id.loc.gov/authorities/subjects/sh94002440
Lira di sette corde,altLabel,http://id.loc.gov/authorities/subjects/sh94002440
Lira moderna,altLabel,http://id.loc.gov/authorities/subjects/sh94002440
Lyra (Lira da braccio),altLabel,http://id.loc.gov/authorities/subjects/sh94002440
Lirica,prefLabel,http://id.loc.gov/authorities/subjects/sh92005141
Liritza,altLabel,http://id.loc.gov/authorities/subjects/sh92005141
Lirone,prefLabel,http://id.loc.gov/authorities/subjects/sh2002002639
Arcivioladaslyras,altLabel,http://id.loc.gov/authorities/subjects/sh2002002639
Arciviolata,altLabel,http://id.loc.gov/authorities/subjects/sh2002002639
Arciviolatalira,altLabel,http://id.loc.gov/authorities/subjects/sh2002002639
Gran lira,altLabel,http://id.loc.gov/authorities/subjects/sh2002002639
Lira (Lirone),altLabel,http://id.loc.gov/authorities/subjects/sh2002002639
Lira da gamba,altLabel,http://id.loc.gov/authorities/subjects/sh2002002639
Lira doppia,altLabel,http://id.loc.gov/authorities/subjects/sh2002002639
Lira grande,altLabel,http://id.loc.gov/authorities/subjects/sh2002002639
Lira in gamba,altLabel,http://id.loc.gov/authorities/subjects/sh2002002639
Lirone perfetto,altLabel,http://id.loc.gov/authorities/subjects/sh2002002639
Lyra (Lirone,altLabel,http://id.loc.gov/authorities/subjects/sh2002002639
Lyra de gamba,altLabel,http://id.loc.gov/authorities/subjects/sh2002002639
Lyra perfecta,altLabel,http://id.loc.gov/authorities/subjects/sh2002002639
Lyrone,altLabel,http://id.loc.gov/authorities/subjects/sh2002002639
Morin huur,prefLabel,http://id.loc.gov/authorities/subjects/sh85087273
"Huur, Morin",altLabel,http://id.loc.gov/authorities/subjects/sh85087273
Khil-khuur,altLabel,http://id.loc.gov/authorities/subjects/sh85087273
Ma tʻou chʻin,altLabel,http://id.loc.gov/authorities/subjects/sh85087273
Matou qin,altLabel,http://id.loc.gov/authorities/subjects/sh85087273
Matouqin,altLabel,http://id.loc.gov/authorities/subjects/sh85087273
Morin khuur,altLabel,http://id.loc.gov/authorities/subjects/sh85087273
Qobuz (Fiddle),prefLabel,http://id.loc.gov/authorities/subjects/sh2005005297
Kiak,altLabel,http://id.loc.gov/authorities/subjects/sh2005005297
Kobuz (Fiddle),altLabel,http://id.loc.gov/authorities/subjects/sh2005005297
Kobyz (Fiddle),altLabel,http://id.loc.gov/authorities/subjects/sh2005005297
Kyl-kobyz (Fiddle),altLabel,http://id.loc.gov/authorities/subjects/sh2005005297
Kyyak,altLabel,http://id.loc.gov/authorities/subjects/sh2005005297
Qobyz (Fiddle),altLabel,http://id.loc.gov/authorities/subjects/sh2005005297
Quadrachord,prefLabel,http://id.loc.gov/authorities/subjects/sh2018001822
Salō̜,prefLabel,http://id.loc.gov/authorities/subjects/sh93005473
Sà láw,altLabel,http://id.loc.gov/authorities/subjects/sh93005473
Sarangi,prefLabel,http://id.loc.gov/authorities/subjects/sh85117483
Sārindā (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh2006006845
Qeychak,altLabel,http://id.loc.gov/authorities/subjects/sh2006006845
Sorud,altLabel,http://id.loc.gov/authorities/subjects/sh2006006845
Soruz,altLabel,http://id.loc.gov/authorities/subjects/sh2006006845
Sarang (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2006006845
Sō̜ dūang,prefLabel,http://id.loc.gov/authorities/subjects/sh93005474
Saw dûa-ng,altLabel,http://id.loc.gov/authorities/subjects/sh93005474
Sō̜ sām sāi,prefLabel,http://id.loc.gov/authorities/subjects/sh93005475
Saw-sǎ-m sǎi,altLabel,http://id.loc.gov/authorities/subjects/sh93005475
Sō̜ ū,prefLabel,http://id.loc.gov/authorities/subjects/sh93005476
Saw û,altLabel,http://id.loc.gov/authorities/subjects/sh93005476
Soundpost,prefLabel,http://id.loc.gov/authorities/subjects/sh2018000451
Sound post,altLabel,http://id.loc.gov/authorities/subjects/sh2018000451
Stradivari stringed instruments,prefLabel,http://id.loc.gov/authorities/subjects/sh2006007782
Stringed instrument bows,prefLabel,http://id.loc.gov/authorities/subjects/sh85129123
Tenor violin,prefLabel,http://id.loc.gov/authorities/subjects/sh85133918
Trumpet marine,prefLabel,http://id.loc.gov/authorities/subjects/sh85119264
Marine trumpet,altLabel,http://id.loc.gov/authorities/subjects/sh85119264
Nun's fiddle,altLabel,http://id.loc.gov/authorities/subjects/sh85119264
Sea-trumpet,altLabel,http://id.loc.gov/authorities/subjects/sh85119264
Tromba marina,altLabel,http://id.loc.gov/authorities/subjects/sh85119264
Viola,prefLabel,http://id.loc.gov/authorities/subjects/sh85143429
Braccio (Viola da braccio),altLabel,http://id.loc.gov/authorities/subjects/sh85143429
Viola da braccio,altLabel,http://id.loc.gov/authorities/subjects/sh85143429
Violetta d'amore,prefLabel,http://id.loc.gov/authorities/subjects/sh90005376
Violin,prefLabel,http://id.loc.gov/authorities/subjects/sh85143544
Fiddle,altLabel,http://id.loc.gov/authorities/subjects/sh85143544
Violo,prefLabel,http://id.loc.gov/authorities/subjects/sh85143656
Violotta,prefLabel,http://id.loc.gov/authorities/subjects/sh2005002197
Viols,prefLabel,http://id.loc.gov/authorities/subjects/sh85143421
Gamba (Family of viols),altLabel,http://id.loc.gov/authorities/subjects/sh85143421
Viol,altLabel,http://id.loc.gov/authorities/subjects/sh85143421
Viola da gamba (Family of viols),altLabel,http://id.loc.gov/authorities/subjects/sh85143421
Electric cello,prefLabel,http://id.loc.gov/authorities/subjects/sh2005006932
E-cello,altLabel,http://id.loc.gov/authorities/subjects/sh2005006932
Electric violoncello,altLabel,http://id.loc.gov/authorities/subjects/sh2005006932
Electronic violoncello,altLabel,http://id.loc.gov/authorities/subjects/sh2005006932
Violoncello piccolo,prefLabel,http://id.loc.gov/authorities/subjects/sh85143683
Stradivarius violin,prefLabel,http://id.loc.gov/authorities/subjects/sh2006007757
Viola pomposa,prefLabel,http://id.loc.gov/authorities/subjects/sh85143489
Electric violin,prefLabel,http://id.loc.gov/authorities/subjects/sh2004009814
E-violin,altLabel,http://id.loc.gov/authorities/subjects/sh2004009814
Electronic violin,altLabel,http://id.loc.gov/authorities/subjects/sh2004009814
Hardanger fiddle,prefLabel,http://id.loc.gov/authorities/subjects/sh85058871
"Harding fiddle",altLabel,http://id.loc.gov/authorities/subjects/sh85058871
Phonofiddle,prefLabel,http://id.loc.gov/authorities/subjects/sh2007001886
Pochette (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh2007001886
Kit (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2007001886
Pochette,altLabel,http://id.loc.gov/authorities/subjects/sh2007001886
Pocket fiddle,altLabel,http://id.loc.gov/authorities/subjects/sh2007001886
Taschengeige,altLabel,http://id.loc.gov/authorities/subjects/sh2007001886
Prepared violin,prefLabel,http://id.loc.gov/authorities/subjects/sh2014000960
Rabeca,prefLabel,http://id.loc.gov/authorities/subjects/sh2005003618
Rebeca,altLabel,http://id.loc.gov/authorities/subjects/sh2005003618
Pardessus de viole,prefLabel,http://id.loc.gov/authorities/subjects/sh92001880
Descant viol,altLabel,http://id.loc.gov/authorities/subjects/sh92001880
High treble viol,altLabel,http://id.loc.gov/authorities/subjects/sh92001880
Par-dessus de viole,altLabel,http://id.loc.gov/authorities/subjects/sh92001880
Quinton,altLabel,http://id.loc.gov/authorities/subjects/sh92001880
Treble viol,prefLabel,http://id.loc.gov/authorities/subjects/sh2005005065
Viola d'amore,prefLabel,http://id.loc.gov/authorities/subjects/sh85143468
Viola da gamba,prefLabel,http://id.loc.gov/authorities/subjects/sh85143457
Bass viol,altLabel,http://id.loc.gov/authorities/subjects/sh85143457
Gamba (Viola da gamba),altLabel,http://id.loc.gov/authorities/subjects/sh85143457
"Viol, Bass",altLabel,http://id.loc.gov/authorities/subjects/sh85143457
Violone,prefLabel,http://id.loc.gov/authorities/subjects/sh85143712
Lyra viol,prefLabel,http://id.loc.gov/authorities/subjects/sh85079172
Lyro-viol,altLabel,http://id.loc.gov/authorities/subjects/sh85079172
Viola bastarda,altLabel,http://id.loc.gov/authorities/subjects/sh85079172
Berimbau,prefLabel,http://id.loc.gov/authorities/subjects/sh85013324
Berimbao,altLabel,http://id.loc.gov/authorities/subjects/sh85013324
Berimbau de barriga,altLabel,http://id.loc.gov/authorities/subjects/sh85013324
Urucungu,altLabel,http://id.loc.gov/authorities/subjects/sh85013324
Gora (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85056024
Gom-gom (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85056024
Gorah (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85056024
Gorra (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85056024
Goura (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85056024
Gowra (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85056024
T'goerra (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85056024
T'gorrah (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85056024
Mouth bow,prefLabel,http://id.loc.gov/authorities/subjects/sh99004445
Chipendani,prefLabel,http://id.loc.gov/authorities/subjects/sh99003391
Tshipendani,altLabel,http://id.loc.gov/authorities/subjects/sh99003391
Bandora,prefLabel,http://id.loc.gov/authorities/subjects/sh85097401
Pandora (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85097401
Pandore,altLabel,http://id.loc.gov/authorities/subjects/sh85097401
Banjo ukulele,prefLabel,http://id.loc.gov/authorities/subjects/sh2005002905
Banjo uke,altLabel,http://id.loc.gov/authorities/subjects/sh2005002905
Banjolele,altLabel,http://id.loc.gov/authorities/subjects/sh2005002905
Banjouke,altLabel,http://id.loc.gov/authorities/subjects/sh2005002905
Banjulele,altLabel,http://id.loc.gov/authorities/subjects/sh2005002905
Ukulele banjo,altLabel,http://id.loc.gov/authorities/subjects/sh2005002905
Cittern,prefLabel,http://id.loc.gov/authorities/subjects/sh85026124
Citharen,altLabel,http://id.loc.gov/authorities/subjects/sh85026124
Cithern,altLabel,http://id.loc.gov/authorities/subjects/sh85026124
Cithren,altLabel,http://id.loc.gov/authorities/subjects/sh85026124
Cittharn,altLabel,http://id.loc.gov/authorities/subjects/sh85026124
Guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh85057803
Acoustic guitar,altLabel,http://id.loc.gov/authorities/subjects/sh85057803
Flat-top guitar,altLabel,http://id.loc.gov/authorities/subjects/sh85057803
Spanish guitar,altLabel,http://id.loc.gov/authorities/subjects/sh85057803
Harp,prefLabel,http://id.loc.gov/authorities/subjects/sh85058984
Jarana huasteca,prefLabel,http://id.loc.gov/authorities/subjects/sh2022006994
Jarana de son huasteco,altLabel,http://id.loc.gov/authorities/subjects/sh2022006994
Jaranita,altLabel,http://id.loc.gov/authorities/subjects/sh2022006994
Lute,prefLabel,http://id.loc.gov/authorities/subjects/sh85078975
Lyra (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85078975
Lyre,prefLabel,http://id.loc.gov/authorities/subjects/sh85079175
Lira (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85079175
Lyra (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85079175
Mandolin,prefLabel,http://id.loc.gov/authorities/subjects/sh85080452
Mandoline,altLabel,http://id.loc.gov/authorities/subjects/sh85080452
Phin (Plucked instruments),prefLabel,http://id.loc.gov/authorities/subjects/sh2017004731
Phi-n (Plucked instruments),altLabel,http://id.loc.gov/authorities/subjects/sh2017004731
Piano-harp,prefLabel,http://id.loc.gov/authorities/subjects/sh2007001867
Psaltery,prefLabel,http://id.loc.gov/authorities/subjects/sh87001755
Ala,altLabel,http://id.loc.gov/authorities/subjects/sh87001755
Salterio,altLabel,http://id.loc.gov/authorities/subjects/sh87001755
Quadrachord,prefLabel,http://id.loc.gov/authorities/subjects/sh2018001822
Tambi,prefLabel,http://id.loc.gov/authorities/subjects/sh85132170
Vina,prefLabel,http://id.loc.gov/authorities/subjects/sh85143383
Bīṇ,altLabel,http://id.loc.gov/authorities/subjects/sh85143383
Bīṇā,altLabel,http://id.loc.gov/authorities/subjects/sh85143383
Rudra veena,altLabel,http://id.loc.gov/authorities/subjects/sh85143383
Rudra vīṇā,altLabel,http://id.loc.gov/authorities/subjects/sh85143383
Veena,altLabel,http://id.loc.gov/authorities/subjects/sh85143383
Veene,altLabel,http://id.loc.gov/authorities/subjects/sh85143383
Vīṇai,altLabel,http://id.loc.gov/authorities/subjects/sh85143383
Vīṇe,altLabel,http://id.loc.gov/authorities/subjects/sh85143383
Washtub bass,prefLabel,http://id.loc.gov/authorities/subjects/sh2008009814
Gutbucket (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2008009814
Zither,prefLabel,http://id.loc.gov/authorities/subjects/sh85149919
Cither,altLabel,http://id.loc.gov/authorities/subjects/sh85149919
Orpharion,prefLabel,http://id.loc.gov/authorities/subjects/sh92004632
English guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh85043378
