LCSH-label,LCSH-label-type,LCSH-URI
Kayako,altLabel,http://id.loc.gov/authorities/subjects/sh85071798
Kayakum,altLabel,http://id.loc.gov/authorities/subjects/sh85071798
Pŏpkŭm,altLabel,http://id.loc.gov/authorities/subjects/sh85071798
P'ungnyu kayagŭm,altLabel,http://id.loc.gov/authorities/subjects/sh85071798
Sanjo kayagŭm,altLabel,http://id.loc.gov/authorities/subjects/sh85071798
Kokle,prefLabel,http://id.loc.gov/authorities/subjects/sh85072811
Baltic psaltery,altLabel,http://id.loc.gov/authorities/subjects/sh85072811
Kŏmunʾgo,prefLabel,http://id.loc.gov/authorities/subjects/sh85072885
Gomungo,altLabel,http://id.loc.gov/authorities/subjects/sh85072885
Komunko,altLabel,http://id.loc.gov/authorities/subjects/sh85072885
Kum,altLabel,http://id.loc.gov/authorities/subjects/sh85072885
Koto,prefLabel,http://id.loc.gov/authorities/subjects/sh85073194
Langeleik,prefLabel,http://id.loc.gov/authorities/subjects/sh00002699
Marovany (Box zither),prefLabel,http://id.loc.gov/authorities/subjects/sh96007104
Meloharp,prefLabel,http://id.loc.gov/authorities/subjects/sh2007002144
Meta-harp,prefLabel,http://id.loc.gov/authorities/subjects/sh2007002145
Monochord,prefLabel,http://id.loc.gov/authorities/subjects/sh85086896
New century harp,prefLabel,http://id.loc.gov/authorities/subjects/sh2007002281
Noordsche balk,prefLabel,http://id.loc.gov/authorities/subjects/sh85092384
Hommel,altLabel,http://id.loc.gov/authorities/subjects/sh85092384
Hummel,altLabel,http://id.loc.gov/authorities/subjects/sh85092384
Langleik,altLabel,http://id.loc.gov/authorities/subjects/sh85092384
Noardske balke,altLabel,http://id.loc.gov/authorities/subjects/sh85092384
Scheitholt,altLabel,http://id.loc.gov/authorities/subjects/sh85092384
Ongnyugŭm,prefLabel,http://id.loc.gov/authorities/subjects/sh93006278
Psalmodikon,prefLabel,http://id.loc.gov/authorities/subjects/sh96004213
Psalmodicon,altLabel,http://id.loc.gov/authorities/subjects/sh96004213
Salmodikon,altLabel,http://id.loc.gov/authorities/subjects/sh96004213
Qānūn (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh90002634
K'anon (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh90002634
Kanonaki (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh90002634
Kanoon (Musical instrument,altLabel,http://id.loc.gov/authorities/subjects/sh90002634
Kanun (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh90002634
Qin (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85023979
Chʻin (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85023979
Guqin,altLabel,http://id.loc.gov/authorities/subjects/sh85023979
Siter,prefLabel,http://id.loc.gov/authorities/subjects/sh2006006781
Stick zither,prefLabel,http://id.loc.gov/authorities/subjects/sh00000584
Tube zither,prefLabel,http://id.loc.gov/authorities/subjects/sh93007672
Yatga,prefLabel,http://id.loc.gov/authorities/subjects/sh2009010385
Yataga,altLabel,http://id.loc.gov/authorities/subjects/sh2009010385
Yatug,altLabel,http://id.loc.gov/authorities/subjects/sh2009010385
Yatuġ-a,altLabel,http://id.loc.gov/authorities/subjects/sh2009010385
Yatuga,altLabel,http://id.loc.gov/authorities/subjects/sh2009010385
Mongolian zither,altLabel,http://id.loc.gov/authorities/subjects/sh2009010385
Zheng,prefLabel,http://id.loc.gov/authorities/subjects/sh85023052
Cheng (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85023052
Chinese zither,altLabel,http://id.loc.gov/authorities/subjects/sh85023052
Gu zheng,altLabel,http://id.loc.gov/authorities/subjects/sh85023052
Guzheng,altLabel,http://id.loc.gov/authorities/subjects/sh85023052
Zheng (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85023052
Zitho-harp,prefLabel,http://id.loc.gov/authorities/subjects/sh2007002811
Chang (Dulcimer),prefLabel,http://id.loc.gov/authorities/subjects/sh2017004931
Chank (Dulcimer),altLabel,http://id.loc.gov/authorities/subjects/sh2017004931
Cimbalom,prefLabel,http://id.loc.gov/authorities/subjects/sh85025985
Cymbal (Cimbalom),altLabel,http://id.loc.gov/authorities/subjects/sh85025985
Cymbalom,altLabel,http://id.loc.gov/authorities/subjects/sh85025985
Cymbalum,altLabel,http://id.loc.gov/authorities/subjects/sh85025985
"Dulcimer, Hungarian hammered",altLabel,http://id.loc.gov/authorities/subjects/sh85025985
"Hammered dulcimer, Hungarian",altLabel,http://id.loc.gov/authorities/subjects/sh85025985
Hungarian hammered dulcimer,altLabel,http://id.loc.gov/authorities/subjects/sh85025985
Kimbalom,altLabel,http://id.loc.gov/authorities/subjects/sh85025985
Tsymbaly,altLabel,http://id.loc.gov/authorities/subjects/sh85025985
Khim,prefLabel,http://id.loc.gov/authorities/subjects/sh2006005764
Kim (Dulcimer),altLabel,http://id.loc.gov/authorities/subjects/sh2006005764
Santūr,prefLabel,http://id.loc.gov/authorities/subjects/sh85117416
Sadouri,altLabel,http://id.loc.gov/authorities/subjects/sh85117416
Santir,altLabel,http://id.loc.gov/authorities/subjects/sh85117416
Santoor,altLabel,http://id.loc.gov/authorities/subjects/sh85117416
Santour,altLabel,http://id.loc.gov/authorities/subjects/sh85117416
Santouri,altLabel,http://id.loc.gov/authorities/subjects/sh85117416
Santuri,altLabel,http://id.loc.gov/authorities/subjects/sh85117416
Sintir (Dulcimer),altLabel,http://id.loc.gov/authorities/subjects/sh85117416
Tsintsila,altLabel,http://id.loc.gov/authorities/subjects/sh85117416
Yang qin,prefLabel,http://id.loc.gov/authorities/subjects/sh85148984
Yang chʻin,altLabel,http://id.loc.gov/authorities/subjects/sh85148984
Yangqin,altLabel,http://id.loc.gov/authorities/subjects/sh85148984
Yanggŭm,prefLabel,http://id.loc.gov/authorities/subjects/sh93006741
Kurachʼŏlsa kum,altLabel,http://id.loc.gov/authorities/subjects/sh93006741
Yoochin (Dulcimer),prefLabel,http://id.loc.gov/authorities/subjects/sh97006469
Ëochin,altLabel,http://id.loc.gov/authorities/subjects/sh97006469
Yanchin,altLabel,http://id.loc.gov/authorities/subjects/sh97006469
Yanchir,altLabel,http://id.loc.gov/authorities/subjects/sh97006469
Ichigenkin,prefLabel,http://id.loc.gov/authorities/subjects/sh85064040
Crychord,prefLabel,http://id.loc.gov/authorities/subjects/sh2016001692
Bumbass,prefLabel,http://id.loc.gov/authorities/subjects/sh94000996
Basse de Flandre,altLabel,http://id.loc.gov/authorities/subjects/sh94000996
Bladder and string,altLabel,http://id.loc.gov/authorities/subjects/sh94000996
Bumba,altLabel,http://id.loc.gov/authorities/subjects/sh94000996
Phin pia,prefLabel,http://id.loc.gov/authorities/subjects/sh00000585
Kse diev,altLabel,http://id.loc.gov/authorities/subjects/sh00000585
Phia,altLabel,http://id.loc.gov/authorities/subjects/sh00000585
Phin phia,altLabel,http://id.loc.gov/authorities/subjects/sh00000585
Phi-n phia,altLabel,http://id.loc.gov/authorities/subjects/sh00000585
Pia (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh00000585
Pin pia,altLabel,http://id.loc.gov/authorities/subjects/sh00000585
Pin piah,altLabel,http://id.loc.gov/authorities/subjects/sh00000585
Čhakhē,prefLabel,http://id.loc.gov/authorities/subjects/sh93005460
Ja-kae,altLabel,http://id.loc.gov/authorities/subjects/sh93005460
Jàkhây,altLabel,http://id.loc.gov/authorities/subjects/sh93005460
Jakhē,altLabel,http://id.loc.gov/authorities/subjects/sh93005460
Valiha,prefLabel,http://id.loc.gov/authorities/subjects/sh93007669
Baliha,altLabel,http://id.loc.gov/authorities/subjects/sh93007669
Marovany (Tube zither),altLabel,http://id.loc.gov/authorities/subjects/sh93007669
Valeha,altLabel,http://id.loc.gov/authorities/subjects/sh93007669
Valiha-volo,altLabel,http://id.loc.gov/authorities/subjects/sh93007669
Volo,altLabel,http://id.loc.gov/authorities/subjects/sh93007669
Imzad,prefLabel,http://id.loc.gov/authorities/subjects/sh2003002984
Amzad,altLabel,http://id.loc.gov/authorities/subjects/sh2003002984
Anzad,altLabel,http://id.loc.gov/authorities/subjects/sh2003002984
Anzhad,altLabel,http://id.loc.gov/authorities/subjects/sh2003002984
Inzad,altLabel,http://id.loc.gov/authorities/subjects/sh2003002984
Rabāba (Imzad),altLabel,http://id.loc.gov/authorities/subjects/sh2003002984
Brass instruments,prefLabel,http://id.loc.gov/authorities/subjects/sh85016448
Didjeridu,prefLabel,http://id.loc.gov/authorities/subjects/sh88001808
Didgeridoo,altLabel,http://id.loc.gov/authorities/subjects/sh88001808
Didjeridoo,altLabel,http://id.loc.gov/authorities/subjects/sh88001808
Digeridoo,altLabel,http://id.loc.gov/authorities/subjects/sh88001808
Dijiridu,altLabel,http://id.loc.gov/authorities/subjects/sh88001808
Mirliton,prefLabel,http://id.loc.gov/authorities/subjects/sh85085953
Multiphonics,prefLabel,http://id.loc.gov/authorities/subjects/sh88006425
Oliphant,prefLabel,http://id.loc.gov/authorities/subjects/sh2004000318
Olifant,altLabel,http://id.loc.gov/authorities/subjects/sh2004000318
Oliphants,altLabel,http://id.loc.gov/authorities/subjects/sh2004000318
Saxoflute,prefLabel,http://id.loc.gov/authorities/subjects/sh2009003745
Woodwind instruments,prefLabel,http://id.loc.gov/authorities/subjects/sh85147966
Double-reed instruments (Woodwinds),altLabel,http://id.loc.gov/authorities/subjects/sh85147966
Double-reed woodwind instruments,altLabel,http://id.loc.gov/authorities/subjects/sh85147966
Double reeds (Woodwind instruments),altLabel,http://id.loc.gov/authorities/subjects/sh85147966
Reed instruments (Woodwinds),altLabel,http://id.loc.gov/authorities/subjects/sh85147966
Reeds (Woodwind instruments),altLabel,http://id.loc.gov/authorities/subjects/sh85147966
Single-reed instruments (Woodwinds),altLabel,http://id.loc.gov/authorities/subjects/sh85147966
Single-reed woodwind instruments,altLabel,http://id.loc.gov/authorities/subjects/sh85147966
Single reeds (Woodwind instruments),altLabel,http://id.loc.gov/authorities/subjects/sh85147966
Wood-wind instruments,altLabel,http://id.loc.gov/authorities/subjects/sh85147966
Woodwinds,altLabel,http://id.loc.gov/authorities/subjects/sh85147966
Alto horn,prefLabel,http://id.loc.gov/authorities/subjects/sh85003939
Cavalry horn,altLabel,http://id.loc.gov/authorities/subjects/sh85003939
E♭ horn,altLabel,http://id.loc.gov/authorities/subjects/sh85003939
E-flat horn,altLabel,http://id.loc.gov/authorities/subjects/sh85003939
Mellophone,altLabel,http://id.loc.gov/authorities/subjects/sh85003939
Tenor horn,altLabel,http://id.loc.gov/authorities/subjects/sh85003939
Baritone (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85011845
Baritone horn,altLabel,http://id.loc.gov/authorities/subjects/sh85011845
Bugle,prefLabel,http://id.loc.gov/authorities/subjects/sh85017678
Cornet,prefLabel,http://id.loc.gov/authorities/subjects/sh85032812
Cornopean,altLabel,http://id.loc.gov/authorities/subjects/sh85032812
Cornett,prefLabel,http://id.loc.gov/authorities/subjects/sh85032838
Cornaboux,altLabel,http://id.loc.gov/authorities/subjects/sh85032838
Cornet à bouquin,altLabel,http://id.loc.gov/authorities/subjects/sh85032838
Corneta,altLabel,http://id.loc.gov/authorities/subjects/sh85032838
Cornetto,altLabel,http://id.loc.gov/authorities/subjects/sh85032838
Zink,altLabel,http://id.loc.gov/authorities/subjects/sh85032838
Euphonium,prefLabel,http://id.loc.gov/authorities/subjects/sh85045591
Flügelhorn,prefLabel,http://id.loc.gov/authorities/subjects/sh85049361
Fluegelhorn,altLabel,http://id.loc.gov/authorities/subjects/sh85049361
Helicon,prefLabel,http://id.loc.gov/authorities/subjects/sh92005343
Horn (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85061988
French horn,altLabel,http://id.loc.gov/authorities/subjects/sh85061988
Hunting horn,altLabel,http://id.loc.gov/authorities/subjects/sh85061988
Instrumentation and orchestration (Brass band),prefLabel,http://id.loc.gov/authorities/subjects/sh85066784
Pelittone,prefLabel,http://id.loc.gov/authorities/subjects/sh2005008065
Post horn,prefLabel,http://id.loc.gov/authorities/subjects/sh86000533
Coach-horn,altLabel,http://id.loc.gov/authorities/subjects/sh86000533
Posthorn,altLabel,http://id.loc.gov/authorities/subjects/sh86000533
Saxhorn,prefLabel,http://id.loc.gov/authorities/subjects/sh85117806
Sax horn,altLabel,http://id.loc.gov/authorities/subjects/sh85117806
Serpent (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85120303
Trombone,prefLabel,http://id.loc.gov/authorities/subjects/sh85137992
Slide trombone,altLabel,http://id.loc.gov/authorities/subjects/sh85137992
Tenor trombone,altLabel,http://id.loc.gov/authorities/subjects/sh85137992
Valve trombone,altLabel,http://id.loc.gov/authorities/subjects/sh85137992
Trumpet,prefLabel,http://id.loc.gov/authorities/subjects/sh85138176
Bass trumpet,altLabel,http://id.loc.gov/authorities/subjects/sh85138176
Natural trumpet,altLabel,http://id.loc.gov/authorities/subjects/sh85138176
Piccolo trumpet,altLabel,http://id.loc.gov/authorities/subjects/sh85138176
Slide trumpet,altLabel,http://id.loc.gov/authorities/subjects/sh85138176
Valve trumpet,altLabel,http://id.loc.gov/authorities/subjects/sh85138176
Tuba,prefLabel,http://id.loc.gov/authorities/subjects/sh85138369
Bass horn,altLabel,http://id.loc.gov/authorities/subjects/sh85138369
Bass tuba,altLabel,http://id.loc.gov/authorities/subjects/sh85138369
BB♭ tuba,altLabel,http://id.loc.gov/authorities/subjects/sh85138369
Bʹ♭ tuba,altLabel,http://id.loc.gov/authorities/subjects/sh85138369
Bombardon,altLabel,http://id.loc.gov/authorities/subjects/sh85138369
Cʹ tuba,altLabel,http://id.loc.gov/authorities/subjects/sh85138369
CC tuba,altLabel,http://id.loc.gov/authorities/subjects/sh85138369
Contrabass tuba,altLabel,http://id.loc.gov/authorities/subjects/sh85138369
Double B-flat tuba,altLabel,http://id.loc.gov/authorities/subjects/sh85138369
Double Cʹ tuba,altLabel,http://id.loc.gov/authorities/subjects/sh85138369
Wagner tuba,prefLabel,http://id.loc.gov/authorities/subjects/sh2013002517
Keyed bugle,prefLabel,http://id.loc.gov/authorities/subjects/sh2001005609
Kent bugle,altLabel,http://id.loc.gov/authorities/subjects/sh2001005609
Kent horn,altLabel,http://id.loc.gov/authorities/subjects/sh2001005609
Royal Kent bugle,altLabel,http://id.loc.gov/authorities/subjects/sh2001005609
Kob (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh2005006558
Russian horn,prefLabel,http://id.loc.gov/authorities/subjects/sh85115969
Shofar,prefLabel,http://id.loc.gov/authorities/subjects/sh85121774
Ram's horn (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85121774
Shophar,altLabel,http://id.loc.gov/authorities/subjects/sh85121774
Ophicleide,prefLabel,http://id.loc.gov/authorities/subjects/sh85095040
Alto trombone,prefLabel,http://id.loc.gov/authorities/subjects/sh98000141
Bass trombone,prefLabel,http://id.loc.gov/authorities/subjects/sh85012164
Sackbut,prefLabel,http://id.loc.gov/authorities/subjects/sh85116235
Alphorn,prefLabel,http://id.loc.gov/authorities/subjects/sh85003803
Alpenhorn,altLabel,http://id.loc.gov/authorities/subjects/sh85003803
Alpine horn,altLabel,http://id.loc.gov/authorities/subjects/sh85003803
Keyed trumpet,prefLabel,http://id.loc.gov/authorities/subjects/sh2001005614
Ligawka,prefLabel,http://id.loc.gov/authorities/subjects/sh2006000480
Legawka,altLabel,http://id.loc.gov/authorities/subjects/sh2006000480
Ligawa,altLabel,http://id.loc.gov/authorities/subjects/sh2006000480
Lur,prefLabel,http://id.loc.gov/authorities/subjects/sh85078943
Mutantrumpet,prefLabel,http://id.loc.gov/authorities/subjects/sh92002564
Siwa (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85123059
Túru (Side-blown trumpet),prefLabel,http://id.loc.gov/authorities/subjects/sh2005006575
Sousaphone,prefLabel,http://id.loc.gov/authorities/subjects/sh92005379
Kazoo,prefLabel,http://id.loc.gov/authorities/subjects/sh85071829
Alboka,prefLabel,http://id.loc.gov/authorities/subjects/sh85003235
Albogón,altLabel,http://id.loc.gov/authorities/subjects/sh85003235
Albogue,altLabel,http://id.loc.gov/authorities/subjects/sh85003235
Aulos,prefLabel,http://id.loc.gov/authorities/subjects/sh85009532
Bagpipe,prefLabel,http://id.loc.gov/authorities/subjects/sh85010971
Bagpipes,altLabel,http://id.loc.gov/authorities/subjects/sh85010971
Biniou,altLabel,http://id.loc.gov/authorities/subjects/sh85010971
Cornemuse,altLabel,http://id.loc.gov/authorities/subjects/sh85010971
Musette (Bagpipe),altLabel,http://id.loc.gov/authorities/subjects/sh85010971
Basset horn,prefLabel,http://id.loc.gov/authorities/subjects/sh85012181
Bassoon,prefLabel,http://id.loc.gov/authorities/subjects/sh85012193
Clarinet,prefLabel,http://id.loc.gov/authorities/subjects/sh85026570
Clarionet,altLabel,http://id.loc.gov/authorities/subjects/sh85026570
Primer clarinet,altLabel,http://id.loc.gov/authorities/subjects/sh85026570
Crumhorn,prefLabel,http://id.loc.gov/authorities/subjects/sh85034371
Cromorne,altLabel,http://id.loc.gov/authorities/subjects/sh85034371
Krummhorn,altLabel,http://id.loc.gov/authorities/subjects/sh85034371
English horn,prefLabel,http://id.loc.gov/authorities/subjects/sh85043380
Cor anglais,altLabel,http://id.loc.gov/authorities/subjects/sh85043380
Tenor oboe,altLabel,http://id.loc.gov/authorities/subjects/sh85043380
Flute,prefLabel,http://id.loc.gov/authorities/subjects/sh85049452
Boehm flute,altLabel,http://id.loc.gov/authorities/subjects/sh85049452
Concert flute,altLabel,http://id.loc.gov/authorities/subjects/sh85049452
Transverse flute,altLabel,http://id.loc.gov/authorities/subjects/sh85049452
Gralla,prefLabel,http://id.loc.gov/authorities/subjects/sh91002811
Khlui,prefLabel,http://id.loc.gov/authorities/subjects/sh93005462
Oboe,prefLabel,http://id.loc.gov/authorities/subjects/sh85093674
Oboe d'amore,prefLabel,http://id.loc.gov/authorities/subjects/sh96005261
Pī (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh93005470
Practice chanter,prefLabel,http://id.loc.gov/authorities/subjects/sh2007000818
Racket (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh86002470
Cervelas,altLabel,http://id.loc.gov/authorities/subjects/sh86002470
Cervelat,altLabel,http://id.loc.gov/authorities/subjects/sh86002470
Cortaldi,altLabel,http://id.loc.gov/authorities/subjects/sh86002470
Cortalli,altLabel,http://id.loc.gov/authorities/subjects/sh86002470
Rackett,altLabel,http://id.loc.gov/authorities/subjects/sh86002470
Rankett,altLabel,http://id.loc.gov/authorities/subjects/sh86002470
Sáo (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh2008009380
Sarrusophone,prefLabel,http://id.loc.gov/authorities/subjects/sh85117587
Saxophone,prefLabel,http://id.loc.gov/authorities/subjects/sh85117829
Alto saxophone,altLabel,http://id.loc.gov/authorities/subjects/sh85117829
Baritone saxophone,altLabel,http://id.loc.gov/authorities/subjects/sh85117829
Bass saxophone,altLabel,http://id.loc.gov/authorities/subjects/sh85117829
Contrabass saxophone,altLabel,http://id.loc.gov/authorities/subjects/sh85117829
Sopranino saxophone,altLabel,http://id.loc.gov/authorities/subjects/sh85117829
Soprano saxophone,altLabel,http://id.loc.gov/authorities/subjects/sh85117829
Subcontrabass saxophone,altLabel,http://id.loc.gov/authorities/subjects/sh85117829
Tenor saxophone,altLabel,http://id.loc.gov/authorities/subjects/sh85117829
Tubax,altLabel,http://id.loc.gov/authorities/subjects/sh85117829
Shawm,prefLabel,http://id.loc.gov/authorities/subjects/sh85121175
Bombarde (Shawm),altLabel,http://id.loc.gov/authorities/subjects/sh85121175
Chalmeye,altLabel,http://id.loc.gov/authorities/subjects/sh85121175
Chalmie,altLabel,http://id.loc.gov/authorities/subjects/sh85121175
Chalumeau (Shawm),altLabel,http://id.loc.gov/authorities/subjects/sh85121175
Scalmuse,altLabel,http://id.loc.gov/authorities/subjects/sh85121175
Schalmei,altLabel,http://id.loc.gov/authorities/subjects/sh85121175
Schalmuse,altLabel,http://id.loc.gov/authorities/subjects/sh85121175
Shalm,altLabel,http://id.loc.gov/authorities/subjects/sh85121175
Shalme,altLabel,http://id.loc.gov/authorities/subjects/sh85121175
Shalmie,altLabel,http://id.loc.gov/authorities/subjects/sh85121175
Shalmuse,altLabel,http://id.loc.gov/authorities/subjects/sh85121175
Sopila (Shawm),altLabel,http://id.loc.gov/authorities/subjects/sh85121175
Tárogató,prefLabel,http://id.loc.gov/authorities/subjects/sh85132681
Taragot,altLabel,http://id.loc.gov/authorities/subjects/sh85132681
Tarakava,altLabel,http://id.loc.gov/authorities/subjects/sh85132681
Torogoată,altLabel,http://id.loc.gov/authorities/subjects/sh85132681
Tibia (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85135235
Whistles,prefLabel,http://id.loc.gov/authorities/subjects/sh95005338
Border pipes,prefLabel,http://id.loc.gov/authorities/subjects/sh2006002878
Border bagpipes,altLabel,http://id.loc.gov/authorities/subjects/sh2006002878
Borderpipes,altLabel,http://id.loc.gov/authorities/subjects/sh2006002878
Lowland bagpipes,altLabel,http://id.loc.gov/authorities/subjects/sh2006002878
Lowland pipes,altLabel,http://id.loc.gov/authorities/subjects/sh2006002878
Cauld wind bagpipes,altLabel,http://id.loc.gov/authorities/subjects/sh2006002878
Cauld wind pipes,altLabel,http://id.loc.gov/authorities/subjects/sh2006002878
Scottish lowland bagpipes,altLabel,http://id.loc.gov/authorities/subjects/sh2006002878
Scottish lowland pipes,altLabel,http://id.loc.gov/authorities/subjects/sh2006002878
Chiboni,prefLabel,http://id.loc.gov/authorities/subjects/sh97003231
Čiboni,altLabel,http://id.loc.gov/authorities/subjects/sh97003231
Dudy,prefLabel,http://id.loc.gov/authorities/subjects/sh85039887
Duda,altLabel,http://id.loc.gov/authorities/subjects/sh85039887
Dude,altLabel,http://id.loc.gov/authorities/subjects/sh85039887
Gaita,prefLabel,http://id.loc.gov/authorities/subjects/sh85052742
Spanish bagpipe,altLabel,http://id.loc.gov/authorities/subjects/sh85052742
Mišnice,prefLabel,http://id.loc.gov/authorities/subjects/sh92005166
Mjersnice,altLabel,http://id.loc.gov/authorities/subjects/sh92005166
Northumbrian small pipe,prefLabel,http://id.loc.gov/authorities/subjects/sh91005838
Northumberland small pipes,altLabel,http://id.loc.gov/authorities/subjects/sh91005838
Northumbrian small pipes,altLabel,http://id.loc.gov/authorities/subjects/sh91005838
Northumbrian smallpipes,altLabel,http://id.loc.gov/authorities/subjects/sh91005838
Sordellina,prefLabel,http://id.loc.gov/authorities/subjects/sh99003531
Surdellina,altLabel,http://id.loc.gov/authorities/subjects/sh99003531
Uilleann pipe,prefLabel,http://id.loc.gov/authorities/subjects/sh87006045
Irish organ,altLabel,http://id.loc.gov/authorities/subjects/sh87006045
Uilean pipe,altLabel,http://id.loc.gov/authorities/subjects/sh87006045
Uileann pipe,altLabel,http://id.loc.gov/authorities/subjects/sh87006045
Uilliann pipes,altLabel,http://id.loc.gov/authorities/subjects/sh87006045
Union pipe,altLabel,http://id.loc.gov/authorities/subjects/sh87006045
Veuze,prefLabel,http://id.loc.gov/authorities/subjects/sh94005470
Contrabassoon,prefLabel,http://id.loc.gov/authorities/subjects/sh85031582
Double bassoon,altLabel,http://id.loc.gov/authorities/subjects/sh85031582
Dulcian,prefLabel,http://id.loc.gov/authorities/subjects/sh86002469
Curtal,altLabel,http://id.loc.gov/authorities/subjects/sh86002469
Dolcian,altLabel,http://id.loc.gov/authorities/subjects/sh86002469
Dolcino,altLabel,http://id.loc.gov/authorities/subjects/sh86002469
Dolzoni,altLabel,http://id.loc.gov/authorities/subjects/sh86002469
Dulzian,altLabel,http://id.loc.gov/authorities/subjects/sh86002469
Tenoroon,prefLabel,http://id.loc.gov/authorities/subjects/sh2015000773
Tenor bassoon,altLabel,http://id.loc.gov/authorities/subjects/sh2015000773
Alto clarinet,prefLabel,http://id.loc.gov/authorities/subjects/sh2001002567
Bass clarinet,prefLabel,http://id.loc.gov/authorities/subjects/sh85012150
Basset clarinet,prefLabel,http://id.loc.gov/authorities/subjects/sh87005786
Basset horn,prefLabel,http://id.loc.gov/authorities/subjects/sh85012181
Birbynė,prefLabel,http://id.loc.gov/authorities/subjects/sh94002488
Chalumeau,prefLabel,http://id.loc.gov/authorities/subjects/sh85022399
Chalumeau (Single-reed musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85022399
Mock trumpet,altLabel,http://id.loc.gov/authorities/subjects/sh85022399
Clarinette d'amour,prefLabel,http://id.loc.gov/authorities/subjects/sh87001391
Contrabass clarinet,prefLabel,http://id.loc.gov/authorities/subjects/sh91006365
Contra-alto clarinet,altLabel,http://id.loc.gov/authorities/subjects/sh91006365
Contra-bass clarinet,altLabel,http://id.loc.gov/authorities/subjects/sh91006365
Pedal clarinet,altLabel,http://id.loc.gov/authorities/subjects/sh91006365
Launeddas,prefLabel,http://id.loc.gov/authorities/subjects/sh99000730
Aenas,altLabel,http://id.loc.gov/authorities/subjects/sh99000730
Benas,altLabel,http://id.loc.gov/authorities/subjects/sh99000730
Bisònas,altLabel,http://id.loc.gov/authorities/subjects/sh99000730
Enas,altLabel,http://id.loc.gov/authorities/subjects/sh99000730
Leunéddas,altLabel,http://id.loc.gov/authorities/subjects/sh99000730
Lionéddas,altLabel,http://id.loc.gov/authorities/subjects/sh99000730
Sonus de canna,altLabel,http://id.loc.gov/authorities/subjects/sh99000730
Triédda,altLabel,http://id.loc.gov/authorities/subjects/sh99000730
Truédda,altLabel,http://id.loc.gov/authorities/subjects/sh99000730
Truvédda,altLabel,http://id.loc.gov/authorities/subjects/sh99000730
Roopill,prefLabel,http://id.loc.gov/authorities/subjects/sh95008257
Sipsi,prefLabel,http://id.loc.gov/authorities/subjects/sh99013530
Oboe da caccia,prefLabel,http://id.loc.gov/authorities/subjects/sh98005254
Algōjā,prefLabel,http://id.loc.gov/authorities/subjects/sh00006976
Alghōzā,altLabel,http://id.loc.gov/authorities/subjects/sh00006976
Alg̲hozah,altLabel,http://id.loc.gov/authorities/subjects/sh00006976
Algōzā,altLabel,http://id.loc.gov/authorities/subjects/sh00006976
Alto flute,prefLabel,http://id.loc.gov/authorities/subjects/sh99011312
Bass flute (Alto flute),altLabel,http://id.loc.gov/authorities/subjects/sh99011312
Atenteben,prefLabel,http://id.loc.gov/authorities/subjects/sh93006568
Bānsurī,prefLabel,http://id.loc.gov/authorities/subjects/sh85011685
Baṃsarī,altLabel,http://id.loc.gov/authorities/subjects/sh85011685
Bāṃsurī,altLabel,http://id.loc.gov/authorities/subjects/sh85011685
Bānsrī,altLabel,http://id.loc.gov/authorities/subjects/sh85011685
Bā̃srī,altLabel,http://id.loc.gov/authorities/subjects/sh85011685
Bā̃surī,altLabel,http://id.loc.gov/authorities/subjects/sh85011685
Halur,altLabel,http://id.loc.gov/authorities/subjects/sh85011685
Husor,altLabel,http://id.loc.gov/authorities/subjects/sh85011685
Solor,altLabel,http://id.loc.gov/authorities/subjects/sh85011685
Bass flute,prefLabel,http://id.loc.gov/authorities/subjects/sh99011314
Blul,prefLabel,http://id.loc.gov/authorities/subjects/sh92005137
Blur (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh92005137
Bone flute,prefLabel,http://id.loc.gov/authorities/subjects/sh2003002107
Mousterian bone flute,altLabel,http://id.loc.gov/authorities/subjects/sh2003002107
Neanderthal flute,altLabel,http://id.loc.gov/authorities/subjects/sh2003002107
Contrabass flute,prefLabel,http://id.loc.gov/authorities/subjects/sh99012887
Subbassflöte in G,altLabel,http://id.loc.gov/authorities/subjects/sh99012887
